order_number,client_id,price,date,name,birthday,city,discount_rate,year
O795,8980b13b-efe6-42ed-9fc8-53a7ab626a91,835,2023-03-06,Клиент 86,1980-01-13,Москва,36,2023
O796,ab313ab0-dd5d-4eaa-a3f7-06df35ddb1d5,801,2023-07-16,Клиент 51,1963-06-11,Москва,36,2023
O797,384f440d-bd59-4c27-8e2a-0bad07d0a670,871,2023-10-26,Клиент 73,1952-04-02,Омск,41,2023
O798,7d794c88-a26e-42a4-95ce-96868208d95a,23,2023-06-25,Клиент 32,1957-05-23,Омск,41,2023
O799,6e9f3596-24ff-424c-bd77-82d8a9aa0ddc,182,2023-04-06,Клиент 38,1952-01-25,Санкт-Петербург,37,2023
O800,2e17807d-f5b8-40d0-86e7-83650f1e676f,837,2023-04-28,Клиент 4,1998-03-20,Новосибирск,28,2023
O801,763531f3-1b43-4a55-ab3a-80b05320b7c3,530,2023-07-21,Клиент 20,1978-12-09,Рязань,30,2023
O802,7ac66cf7-d489-45a7-bf92-2d8d0eccf9cf,60,2023-05-05,Клиент 39,1961-05-21,Санкт-Петербург,37,2023
O803,7e02d3e9-24c5-4c6a-aeb0-2d27cd681d7c,591,2023-07-07,Клиент 42,1975-09-23,Санкт-Петербург,37,2023
O804,b1113844-4bb7-4866-8917-794fa4d2fbcf,71,2023-11-08,Клиент 76,1991-12-14,Новосибирск,28,2023
O805,314ed1d0-b8a0-4c9b-84e0-1d66d678db68,298,2023-02-16,Клиент 56,1958-03-14,Москва,36,2023
O806,b88d78ab-90f2-4401-bd9d-6f57a8eca5c3,558,2023-07-28,Клиент 19,1976-03-08,Москва,36,2023
O807,ab313ab0-dd5d-4eaa-a3f7-06df35ddb1d5,493,2023-03-29,Клиент 51,1963-06-11,Москва,36,2023
O808,4201afc1-0ca8-4454-9926-fe79109af705,572,2023-09-25,Клиент 75,1979-04-18,Новосибирск,28,2023
O809,384f440d-bd59-4c27-8e2a-0bad07d0a670,78,2023-02-15,Клиент 73,1952-04-02,Омск,41,2023
O810,1cbd1897-fb4d-42b4-be34-42340bacdd12,251,2023-11-28,Клиент 99,1977-04-08,Санкт-Петербург,37,2023
O811,f54c11c1-a696-4c45-9ffa-9a2c1e702cb3,422,2023-08-04,Клиент 0,1991-02-04,Новосибирск,28,2023
O812,72634e02-e4ec-46f4-a542-7c8712f219f8,436,2023-03-05,Клиент 18,1966-05-25,Санкт-Петербург,37,2023
O813,77aab275-1898-409d-8138-71a760fd60d6,163,2023-10-15,Клиент 53,2009-05-22,Москва,36,2023
O814,216d9c79-b849-4826-ba8f-9711ba0fcefa,483,2023-08-09,Клиент 31,1955-06-22,Рязань,30,2023
O815,fda8a72b-0d3e-4a40-85c6-9137d7d86ba0,248,2023-12-27,Клиент 1,1980-11-18,Новосибирск,28,2023
O816,950e0357-06da-4291-83ac-1884b17567cb,998,2023-03-17,Клиент 97,1959-03-25,Москва,36,2023
O817,b16a7054-5b4b-4adb-83af-ad6dd132c28f,753,2023-05-11,Клиент 52,1973-01-19,Рязань,30,2023
O818,44fa35b5-c799-463e-bcb4-a460ae4c3290,958,2023-03-08,Клиент 70,1989-09-15,Омск,41,2023
O819,2e17807d-f5b8-40d0-86e7-83650f1e676f,201,2023-01-01,Клиент 4,1998-03-20,Новосибирск,28,2023
O820,1d35f8c6-40b9-4e0c-9355-4150182a3991,543,2023-10-03,Клиент 33,2004-05-05,Омск,41,2023
O821,815fbf47-4a93-4bd1-8165-4d59a9945990,658,2023-01-20,Клиент 50,1995-01-25,Новосибирск,28,2023
O822,62612b69-051a-4e9c-9570-5b0aea82bb2d,493,2023-09-20,Клиент 64,1959-03-29,Новосибирск,28,2023
O823,7e02d3e9-24c5-4c6a-aeb0-2d27cd681d7c,655,2023-09-26,Клиент 42,1975-09-23,Санкт-Петербург,37,2023
O824,72634e02-e4ec-46f4-a542-7c8712f219f8,156,2023-12-22,Клиент 18,1966-05-25,Санкт-Петербург,37,2023
O825,d66e24bb-0415-438a-bfdf-5c3d993bb48a,381,2023-12-14,Клиент 29,1966-08-06,Омск,41,2023
O826,f1e1214f-eeb9-4e31-84ef-64802d6a7c78,114,2023-10-21,Клиент 96,1952-12-13,Рязань,30,2023
O827,4e666f67-ebc4-4d8a-9132-3c183c729ccc,667,2023-11-09,Клиент 24,2006-04-20,Рязань,30,2023
O828,d2fdd32e-6735-4125-bf84-3534d0b46dd1,16,2023-11-02,Клиент 36,1957-11-17,Новосибирск,28,2023
O829,77ba80e0-24ae-4de7-9e35-39c34f58dbaa,342,2023-08-25,Клиент 3,1984-11-10,Москва,36,2023
O830,b5d19d0e-b107-44bf-885f-9161dff0d01a,93,2023-04-08,Клиент 58,1987-01-12,Москва,36,2023
O831,4e666f67-ebc4-4d8a-9132-3c183c729ccc,821,2023-04-05,Клиент 24,2006-04-20,Рязань,30,2023
O832,d66e24bb-0415-438a-bfdf-5c3d993bb48a,766,2023-01-01,Клиент 29,1966-08-06,Омск,41,2023
O833,77ba80e0-24ae-4de7-9e35-39c34f58dbaa,841,2023-08-28,Клиент 3,1984-11-10,Москва,36,2023
O834,a216b9bf-45d6-4c67-a1c8-bf5688a8a6fc,23,2023-10-24,Клиент 26,1976-05-10,Рязань,30,2023
O835,77aab275-1898-409d-8138-71a760fd60d6,858,2023-08-08,Клиент 53,2009-05-22,Москва,36,2023
O836,bee0c8d2-efd5-4d39-a5ac-49b65888bb43,38,2023-01-01,Клиент 85,1971-02-22,Санкт-Петербург,37,2023
O837,4e666f67-ebc4-4d8a-9132-3c183c729ccc,659,2023-03-19,Клиент 24,2006-04-20,Рязань,30,2023
O838,7ac66cf7-d489-45a7-bf92-2d8d0eccf9cf,497,2023-07-20,Клиент 39,1961-05-21,Санкт-Петербург,37,2023
O839,3a63dc54-4171-44df-b611-05fc6835799e,593,2023-09-09,Клиент 68,2004-11-14,Москва,36,2023
O840,b589fbac-5841-4a78-a8c0-d70dc041200d,72,2023-06-09,Клиент 44,2005-08-18,Рязань,30,2023
O841,32e1dae0-1c94-467c-8100-cf614abaa656,37,2023-04-18,Клиент 82,1990-08-20,Санкт-Петербург,37,2023
O842,6e9f3596-24ff-424c-bd77-82d8a9aa0ddc,62,2023-01-04,Клиент 38,1952-01-25,Санкт-Петербург,37,2023
O843,3f95cb87-c246-42eb-98d8-c398e4d07a62,42,2023-02-09,Клиент 21,1972-05-12,Новосибирск,28,2023
O844,6e9f3596-24ff-424c-bd77-82d8a9aa0ddc,575,2023-03-24,Клиент 38,1952-01-25,Санкт-Петербург,37,2023
O845,d4fe3772-7d19-40a0-a868-ee003cceeaf4,326,2023-09-12,Клиент 74,1973-01-03,Новосибирск,28,2023
O846,bc8ed658-2b87-4abf-832e-f047088492bd,566,2023-03-31,Клиент 45,1982-08-10,Омск,41,2023
O847,b16a7054-5b4b-4adb-83af-ad6dd132c28f,773,2023-05-17,Клиент 52,1973-01-19,Рязань,30,2023
O848,4e666f67-ebc4-4d8a-9132-3c183c729ccc,770,2023-06-16,Клиент 24,2006-04-20,Рязань,30,2023
O849,77ba80e0-24ae-4de7-9e35-39c34f58dbaa,292,2023-08-04,Клиент 3,1984-11-10,Москва,36,2023
O850,b5d19d0e-b107-44bf-885f-9161dff0d01a,578,2023-08-12,Клиент 58,1987-01-12,Москва,36,2023
O851,dcade44c-a70a-4da4-8d8c-55d8417d12bf,381,2023-09-08,Клиент 92,1959-12-15,Москва,36,2023
O852,28bdef79-d755-4faa-bfe1-e520abd42e56,319,2023-01-08,Клиент 94,2004-10-22,Москва,36,2023
O853,e960b580-dfab-4ade-8775-573f51141494,174,2023-01-30,Клиент 69,1997-11-22,Новосибирск,28,2023
O854,c29608d0-f5a8-40a9-8caa-1df5d74aabe5,688,2023-03-11,Клиент 67,1986-06-17,Новосибирск,28,2023
O855,3a63dc54-4171-44df-b611-05fc6835799e,247,2023-12-10,Клиент 68,2004-11-14,Москва,36,2023
O856,1cbd1897-fb4d-42b4-be34-42340bacdd12,185,2023-07-11,Клиент 99,1977-04-08,Санкт-Петербург,37,2023
O857,29976bd7-d71a-43a6-9404-f3b5e920d76e,435,2023-05-18,Клиент 66,1979-10-12,Омск,41,2023
O858,b16a7054-5b4b-4adb-83af-ad6dd132c28f,307,2023-08-16,Клиент 52,1973-01-19,Рязань,30,2023
O859,575eab93-45c1-4327-b57b-ad359da78ac5,979,2023-06-27,Клиент 55,1959-10-09,Рязань,30,2023
O860,d84c1eb1-f5e9-41c8-9c8d-4d27c137721c,496,2023-05-08,Клиент 63,1985-04-08,Новосибирск,28,2023
O861,bc8ed658-2b87-4abf-832e-f047088492bd,199,2023-06-12,Клиент 45,1982-08-10,Омск,41,2023
O862,1b6bce7c-8a6d-474d-853c-dcdc73191cce,901,2023-04-03,Клиент 78,1995-01-05,Санкт-Петербург,37,2023
O863,c57a7ad9-26c4-4be0-b857-7ec1c3ba47c6,29,2023-09-30,Клиент 30,1966-11-10,Рязань,30,2023
O864,2dda0e1a-69fc-4894-ae3e-83e4081526ac,68,2023-07-24,Клиент 23,1983-10-22,Новосибирск,28,2023
O865,12f1803f-28d6-40d2-bb08-443fcf71a6bd,439,2023-10-26,Клиент 59,1976-08-24,Москва,36,2023
O866,db935903-dd3e-4960-85d8-9ea5335b6f29,465,2023-04-19,Клиент 95,1995-05-07,Омск,41,2023
O867,12f1803f-28d6-40d2-bb08-443fcf71a6bd,569,2023-05-26,Клиент 59,1976-08-24,Москва,36,2023
O868,7ac66cf7-d489-45a7-bf92-2d8d0eccf9cf,635,2023-05-11,Клиент 39,1961-05-21,Санкт-Петербург,37,2023
O869,66323dee-d8fc-4b07-a07e-93dc31a3425c,548,2023-07-14,Клиент 14,1989-11-30,Новосибирск,28,2023
O870,ba596613-2837-4f10-b401-ddc1638ef6c3,897,2023-09-03,Клиент 7,1998-07-30,Рязань,30,2023
O871,ba596613-2837-4f10-b401-ddc1638ef6c3,958,2023-10-27,Клиент 7,1998-07-30,Рязань,30,2023
O872,ad84dff0-e508-418f-a979-f8ab512d7d8b,426,2023-07-15,Клиент 28,1999-07-01,Рязань,30,2023
O873,32e1dae0-1c94-467c-8100-cf614abaa656,590,2023-03-03,Клиент 82,1990-08-20,Санкт-Петербург,37,2023
O874,bc6cd679-a1c3-4002-89f0-9d3f77725b1b,278,2023-09-29,Клиент 34,1954-12-26,Новосибирск,28,2023
O875,575eab93-45c1-4327-b57b-ad359da78ac5,466,2023-12-29,Клиент 55,1959-10-09,Рязань,30,2023
O876,1d782e19-845b-4810-8197-f2090722c268,846,2023-08-12,Клиент 93,1979-03-01,Омск,41,2023
O877,28bdef79-d755-4faa-bfe1-e520abd42e56,890,2023-02-17,Клиент 94,2004-10-22,Москва,36,2023
O878,2dda0e1a-69fc-4894-ae3e-83e4081526ac,225,2023-03-15,Клиент 23,1983-10-22,Новосибирск,28,2023
O879,c95a8db2-1ef2-48a7-8357-0eee018d636c,123,2023-01-24,Клиент 6,1962-09-08,Рязань,30,2023
O880,e960b580-dfab-4ade-8775-573f51141494,757,2023-06-16,Клиент 69,1997-11-22,Новосибирск,28,2023
O881,cfd9538b-14c5-4324-b26c-b1c3e05a2a92,45,2023-02-20,Клиент 15,2005-01-02,Рязань,30,2023
O882,dcade44c-a70a-4da4-8d8c-55d8417d12bf,789,2023-06-09,Клиент 92,1959-12-15,Москва,36,2023
O883,32e1dae0-1c94-467c-8100-cf614abaa656,42,2023-09-03,Клиент 82,1990-08-20,Санкт-Петербург,37,2023
O884,2dda0e1a-69fc-4894-ae3e-83e4081526ac,159,2023-04-29,Клиент 23,1983-10-22,Новосибирск,28,2023
O885,314ed1d0-b8a0-4c9b-84e0-1d66d678db68,676,2023-01-21,Клиент 56,1958-03-14,Москва,36,2023
O886,f1e1214f-eeb9-4e31-84ef-64802d6a7c78,409,2023-09-16,Клиент 96,1952-12-13,Рязань,30,2023
O887,c95a8db2-1ef2-48a7-8357-0eee018d636c,402,2023-09-07,Клиент 6,1962-09-08,Рязань,30,2023
O888,314ed1d0-b8a0-4c9b-84e0-1d66d678db68,366,2023-11-12,Клиент 56,1958-03-14,Москва,36,2023
O889,62612b69-051a-4e9c-9570-5b0aea82bb2d,805,2023-10-20,Клиент 64,1959-03-29,Новосибирск,28,2023
O890,206e5437-09af-4235-aa67-85003a57f2f2,72,2023-07-07,Клиент 80,1977-12-02,Рязань,30,2023
O891,19f43080-29a9-446d-93d2-c85600f5fc4f,985,2023-01-15,Клиент 25,2003-08-16,Омск,41,2023
O892,c95a8db2-1ef2-48a7-8357-0eee018d636c,791,2023-09-28,Клиент 6,1962-09-08,Рязань,30,2023
O893,40b78282-b558-486c-b0d3-0d6ff84dc360,940,2023-06-30,Клиент 81,1999-03-22,Москва,36,2023
O894,1d35f8c6-40b9-4e0c-9355-4150182a3991,809,2023-12-12,Клиент 33,2004-05-05,Омск,41,2023
O895,3c22aa6b-5f58-4c99-a6b0-6d240b5b6374,816,2023-02-06,Клиент 48,1972-01-26,Новосибирск,28,2023
O896,5d45cdf1-4e3b-443b-8495-ca498ed8bc3c,636,2023-01-30,Клиент 17,2003-07-24,Омск,41,2023
O897,9ced20f2-f69e-4f4e-8305-249c2eb111cd,77,2023-04-19,Клиент 54,1953-04-03,Санкт-Петербург,37,2023
O898,d66e24bb-0415-438a-bfdf-5c3d993bb48a,93,2023-01-04,Клиент 29,1966-08-06,Омск,41,2023
O899,3fb4e004-de74-4ce3-9180-90e1788f7dfb,703,2023-04-02,Клиент 22,1996-07-09,Москва,36,2023
O900,1751f1a2-7c0f-40d1-ac31-31e49122f7be,588,2023-10-01,Клиент 91,1951-03-03,Рязань,30,2023
O901,8980b13b-efe6-42ed-9fc8-53a7ab626a91,923,2023-11-12,Клиент 86,1980-01-13,Москва,36,2023
O902,e960b580-dfab-4ade-8775-573f51141494,278,2023-04-10,Клиент 69,1997-11-22,Новосибирск,28,2023
O903,c84a18f7-171a-4dfd-8f50-c61bca9f805c,476,2023-01-03,Клиент 16,2006-09-30,Новосибирск,28,2023
O904,eb993948-9104-4f2e-bec1-d02ad867f8ad,586,2023-04-12,Клиент 87,1967-04-20,Омск,41,2023
O905,32e1dae0-1c94-467c-8100-cf614abaa656,776,2023-10-19,Клиент 82,1990-08-20,Санкт-Петербург,37,2023
O906,c57a7ad9-26c4-4be0-b857-7ec1c3ba47c6,484,2023-10-04,Клиент 30,1966-11-10,Рязань,30,2023
O907,86f52483-c6ca-4832-9adb-d838c21bf8ca,318,2023-04-06,Клиент 46,2010-06-20,Омск,41,2023
O908,b1113844-4bb7-4866-8917-794fa4d2fbcf,961,2023-09-14,Клиент 76,1991-12-14,Новосибирск,28,2023
O909,28bdef79-d755-4faa-bfe1-e520abd42e56,51,2023-03-22,Клиент 94,2004-10-22,Москва,36,2023
O910,1d35f8c6-40b9-4e0c-9355-4150182a3991,894,2023-09-17,Клиент 33,2004-05-05,Омск,41,2023
O911,1d35f8c6-40b9-4e0c-9355-4150182a3991,511,2023-06-30,Клиент 33,2004-05-05,Омск,41,2023
O912,3c22aa6b-5f58-4c99-a6b0-6d240b5b6374,672,2023-04-23,Клиент 48,1972-01-26,Новосибирск,28,2023
O913,d4fe3772-7d19-40a0-a868-ee003cceeaf4,938,2023-03-19,Клиент 74,1973-01-03,Новосибирск,28,2023
O914,474ffbab-5bed-4667-951c-c7d09e1b0acf,294,2023-09-24,Клиент 57,1986-12-20,Новосибирск,28,2023
O915,eb993948-9104-4f2e-bec1-d02ad867f8ad,791,2023-09-01,Клиент 87,1967-04-20,Омск,41,2023
O916,2dda0e1a-69fc-4894-ae3e-83e4081526ac,307,2023-05-27,Клиент 23,1983-10-22,Новосибирск,28,2023
O917,6e9f3596-24ff-424c-bd77-82d8a9aa0ddc,411,2023-02-27,Клиент 38,1952-01-25,Санкт-Петербург,37,2023
O918,29976bd7-d71a-43a6-9404-f3b5e920d76e,609,2023-04-27,Клиент 66,1979-10-12,Омск,41,2023
O919,226c4242-cb78-4f14-a0b3-e3d47f971e65,733,2023-06-24,Клиент 90,1987-08-01,Омск,41,2023
O920,c57a7ad9-26c4-4be0-b857-7ec1c3ba47c6,842,2023-07-05,Клиент 30,1966-11-10,Рязань,30,2023
O921,d2fdd32e-6735-4125-bf84-3534d0b46dd1,666,2023-01-01,Клиент 36,1957-11-17,Новосибирск,28,2023
O922,a4e6cd52-023f-4994-b6c2-d889aea4dd34,891,2023-08-14,Клиент 10,1955-10-03,Новосибирск,28,2023
O923,dcade44c-a70a-4da4-8d8c-55d8417d12bf,820,2023-04-08,Клиент 92,1959-12-15,Москва,36,2023
O924,926c400e-e774-4e19-972b-c35c5e3cbfb0,972,2023-02-15,Клиент 49,1979-03-18,Москва,36,2023
O925,40b78282-b558-486c-b0d3-0d6ff84dc360,942,2023-02-04,Клиент 81,1999-03-22,Москва,36,2023
O926,a216b9bf-45d6-4c67-a1c8-bf5688a8a6fc,477,2023-01-22,Клиент 26,1976-05-10,Рязань,30,2023
O927,adc33787-36b2-406e-aca0-7bef6436120b,164,2023-12-12,Клиент 27,1960-07-07,Омск,41,2023
O928,3c22aa6b-5f58-4c99-a6b0-6d240b5b6374,756,2023-05-06,Клиент 48,1972-01-26,Новосибирск,28,2023
O929,b16a7054-5b4b-4adb-83af-ad6dd132c28f,332,2023-05-31,Клиент 52,1973-01-19,Рязань,30,2023
O930,ba596613-2837-4f10-b401-ddc1638ef6c3,543,2023-06-01,Клиент 7,1998-07-30,Рязань,30,2023
O931,b16a7054-5b4b-4adb-83af-ad6dd132c28f,876,2023-04-24,Клиент 52,1973-01-19,Рязань,30,2023
O932,7ff29597-ea8a-4d1e-b775-4f459e2f2ad9,596,2023-03-09,Клиент 47,1960-03-08,Рязань,30,2023
O933,c57a7ad9-26c4-4be0-b857-7ec1c3ba47c6,345,2023-04-25,Клиент 30,1966-11-10,Рязань,30,2023
O934,dcade44c-a70a-4da4-8d8c-55d8417d12bf,380,2023-11-23,Клиент 92,1959-12-15,Москва,36,2023
O935,384f440d-bd59-4c27-8e2a-0bad07d0a670,134,2023-01-28,Клиент 73,1952-04-02,Омск,41,2023
O936,c84a18f7-171a-4dfd-8f50-c61bca9f805c,693,2023-07-01,Клиент 16,2006-09-30,Новосибирск,28,2023
O937,b88d78ab-90f2-4401-bd9d-6f57a8eca5c3,818,2023-11-15,Клиент 19,1976-03-08,Москва,36,2023
O938,7ac66cf7-d489-45a7-bf92-2d8d0eccf9cf,396,2023-03-06,Клиент 39,1961-05-21,Санкт-Петербург,37,2023
O939,2e17807d-f5b8-40d0-86e7-83650f1e676f,886,2023-10-08,Клиент 4,1998-03-20,Новосибирск,28,2023
O940,384f440d-bd59-4c27-8e2a-0bad07d0a670,368,2023-06-14,Клиент 73,1952-04-02,Омск,41,2023
O941,29976bd7-d71a-43a6-9404-f3b5e920d76e,456,2023-11-06,Клиент 66,1979-10-12,Омск,41,2023
O942,d66e24bb-0415-438a-bfdf-5c3d993bb48a,503,2023-09-02,Клиент 29,1966-08-06,Омск,41,2023
O943,12f1803f-28d6-40d2-bb08-443fcf71a6bd,745,2023-03-09,Клиент 59,1976-08-24,Москва,36,2023
O944,1d35f8c6-40b9-4e0c-9355-4150182a3991,198,2023-09-23,Клиент 33,2004-05-05,Омск,41,2023
O945,4e1fd602-c679-438f-b2c5-b359d7d1e58b,433,2023-08-11,Клиент 41,2000-12-06,Рязань,30,2023
O946,32e1dae0-1c94-467c-8100-cf614abaa656,220,2023-03-04,Клиент 82,1990-08-20,Санкт-Петербург,37,2023
O947,1b6bce7c-8a6d-474d-853c-dcdc73191cce,421,2023-07-30,Клиент 78,1995-01-05,Санкт-Петербург,37,2023
O948,40b78282-b558-486c-b0d3-0d6ff84dc360,446,2023-09-17,Клиент 81,1999-03-22,Москва,36,2023
O949,86f52483-c6ca-4832-9adb-d838c21bf8ca,755,2023-12-04,Клиент 46,2010-06-20,Омск,41,2023
O950,b5d19d0e-b107-44bf-885f-9161dff0d01a,617,2023-01-05,Клиент 58,1987-01-12,Москва,36,2023
O951,b1113844-4bb7-4866-8917-794fa4d2fbcf,903,2023-07-09,Клиент 76,1991-12-14,Новосибирск,28,2023
O952,cad18e62-8520-4e08-99d9-73aa46dcf71a,265,2023-01-31,Клиент 77,1975-05-07,Москва,36,2023
O953,f1e1214f-eeb9-4e31-84ef-64802d6a7c78,201,2023-02-16,Клиент 96,1952-12-13,Рязань,30,2023
O954,083b6b64-cfd1-4e6d-b8c9-cfc2b2899da5,156,2023-04-26,Клиент 79,1950-07-24,Рязань,30,2023
O955,7e02d3e9-24c5-4c6a-aeb0-2d27cd681d7c,326,2023-01-22,Клиент 42,1975-09-23,Санкт-Петербург,37,2023
O956,50eae8f1-6a18-42d7-b04e-7e1fc5ba2e20,998,2023-04-08,Клиент 71,1995-09-25,Москва,36,2023
O957,3fb4e004-de74-4ce3-9180-90e1788f7dfb,434,2023-03-11,Клиент 22,1996-07-09,Москва,36,2023
O958,c57a7ad9-26c4-4be0-b857-7ec1c3ba47c6,292,2023-01-07,Клиент 30,1966-11-10,Рязань,30,2023
O959,1d782e19-845b-4810-8197-f2090722c268,964,2023-05-19,Клиент 93,1979-03-01,Омск,41,2023
O960,40b78282-b558-486c-b0d3-0d6ff84dc360,476,2023-12-14,Клиент 81,1999-03-22,Москва,36,2023
O961,ab313ab0-dd5d-4eaa-a3f7-06df35ddb1d5,231,2023-03-22,Клиент 51,1963-06-11,Москва,36,2023
O962,cb49a63e-2fc8-49df-a08d-c34adc4a6da4,906,2023-11-18,Клиент 89,1960-07-07,Москва,36,2023
O963,cf8abd58-0113-409a-b3ec-579cef6e046d,488,2023-05-10,Клиент 11,2010-04-11,Рязань,30,2023
O964,a216b9bf-45d6-4c67-a1c8-bf5688a8a6fc,988,2023-10-12,Клиент 26,1976-05-10,Рязань,30,2023
O965,c29608d0-f5a8-40a9-8caa-1df5d74aabe5,389,2023-05-21,Клиент 67,1986-06-17,Новосибирск,28,2023
O966,ab313ab0-dd5d-4eaa-a3f7-06df35ddb1d5,728,2023-03-24,Клиент 51,1963-06-11,Москва,36,2023
O967,575eab93-45c1-4327-b57b-ad359da78ac5,83,2023-03-09,Клиент 55,1959-10-09,Рязань,30,2023
O968,9ced20f2-f69e-4f4e-8305-249c2eb111cd,565,2023-08-11,Клиент 54,1953-04-03,Санкт-Петербург,37,2023
O969,adc33787-36b2-406e-aca0-7bef6436120b,41,2023-05-26,Клиент 27,1960-07-07,Омск,41,2023
O970,ab313ab0-dd5d-4eaa-a3f7-06df35ddb1d5,361,2023-05-06,Клиент 51,1963-06-11,Москва,36,2023
O971,c95a8db2-1ef2-48a7-8357-0eee018d636c,669,2023-10-14,Клиент 6,1962-09-08,Рязань,30,2023
O972,ad84dff0-e508-418f-a979-f8ab512d7d8b,374,2023-12-21,Клиент 28,1999-07-01,Рязань,30,2023
O973,cb49a63e-2fc8-49df-a08d-c34adc4a6da4,678,2023-11-12,Клиент 89,1960-07-07,Москва,36,2023
O974,1751f1a2-7c0f-40d1-ac31-31e49122f7be,985,2023-04-14,Клиент 91,1951-03-03,Рязань,30,2023
O975,a216b9bf-45d6-4c67-a1c8-bf5688a8a6fc,499,2023-11-13,Клиент 26,1976-05-10,Рязань,30,2023
O976,28bdef79-d755-4faa-bfe1-e520abd42e56,268,2023-02-10,Клиент 94,2004-10-22,Москва,36,2023
O977,b16a7054-5b4b-4adb-83af-ad6dd132c28f,244,2023-06-26,Клиент 52,1973-01-19,Рязань,30,2023
O978,eb993948-9104-4f2e-bec1-d02ad867f8ad,118,2023-08-14,Клиент 87,1967-04-20,Омск,41,2023
O979,1d782e19-845b-4810-8197-f2090722c268,913,2023-05-13,Клиент 93,1979-03-01,Омск,41,2023
O980,c84a18f7-171a-4dfd-8f50-c61bca9f805c,339,2023-07-03,Клиент 16,2006-09-30,Новосибирск,28,2023
O981,c84a18f7-171a-4dfd-8f50-c61bca9f805c,938,2023-05-09,Клиент 16,2006-09-30,Новосибирск,28,2023
O982,f54c11c1-a696-4c45-9ffa-9a2c1e702cb3,873,2023-06-12,Клиент 0,1991-02-04,Новосибирск,28,2023
O983,ddb826b1-a18c-4a95-ad54-fd2c779d5df3,18,2023-12-14,Клиент 12,1997-09-23,Москва,36,2023
O984,3c22aa6b-5f58-4c99-a6b0-6d240b5b6374,862,2023-11-16,Клиент 48,1972-01-26,Новосибирск,28,2023
O985,1751f1a2-7c0f-40d1-ac31-31e49122f7be,447,2023-03-06,Клиент 91,1951-03-03,Рязань,30,2023
O986,86f52483-c6ca-4832-9adb-d838c21bf8ca,401,2023-05-10,Клиент 46,2010-06-20,Омск,41,2023
O987,ab313ab0-dd5d-4eaa-a3f7-06df35ddb1d5,679,2023-12-15,Клиент 51,1963-06-11,Москва,36,2023
O988,b5d19d0e-b107-44bf-885f-9161dff0d01a,306,2023-12-14,Клиент 58,1987-01-12,Москва,36,2023
O989,7b807838-eeeb-4f72-bf0d-b03ef684d4c4,126,2023-10-30,Клиент 65,2010-12-22,Москва,36,2023
O990,7e02d3e9-24c5-4c6a-aeb0-2d27cd681d7c,454,2023-02-07,Клиент 42,1975-09-23,Санкт-Петербург,37,2023
O991,e960b580-dfab-4ade-8775-573f51141494,235,2023-02-07,Клиент 69,1997-11-22,Новосибирск,28,2023
O992,cad18e62-8520-4e08-99d9-73aa46dcf71a,52,2023-12-07,Клиент 77,1975-05-07,Москва,36,2023
